Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GFP_1 Spectral Count	GFP_2 Spectral Count	P8E2_1 Spectral Count	P8E2_2 Spectral Count	P8E2_T338I_1 Spectral Count	P8E2_T338I_2 Spectral Count	P8E2_T338M_1 Spectral Count	P8E2_T338M_2 Spectral Count	WT_1 Spectral Count	WT_2 Spectral Count	WT_T338I_1 Spectral Count	WT_T338I_2 Spectral Count	WT_T338M_1 Spectral Count	WT_T338M_2 Spectral Count	GFP_1 Unique Spectral Count	GFP_2 Unique Spectral Count	P8E2_1 Unique Spectral Count	P8E2_2 Unique Spectral Count	P8E2_T338I_1 Unique Spectral Count	P8E2_T338I_2 Unique Spectral Count	P8E2_T338M_1 Unique Spectral Count	P8E2_T338M_2 Unique Spectral Count	WT_1 Unique Spectral Count	WT_2 Unique Spectral Count	WT_T338I_1 Unique Spectral Count	WT_T338I_2 Unique Spectral Count	WT_T338M_1 Unique Spectral Count	WT_T338M_2 Unique Spectral Count	GFP_1 Total Spectral Count	GFP_2 Total Spectral Count	P8E2_1 Total Spectral Count	P8E2_2 Total Spectral Count	P8E2_T338I_1 Total Spectral Count	P8E2_T338I_2 Total Spectral Count	P8E2_T338M_1 Total Spectral Count	P8E2_T338M_2 Total Spectral Count	WT_1 Total Spectral Count	WT_2 Total Spectral Count	WT_T338I_1 Total Spectral Count	WT_T338I_2 Total Spectral Count	WT_T338M_1 Total Spectral Count	WT_T338M_2 Total Spectral Count	GFP_1 Intensity	GFP_2 Intensity	P8E2_1 Intensity	P8E2_2 Intensity	P8E2_T338I_1 Intensity	P8E2_T338I_2 Intensity	P8E2_T338M_1 Intensity	P8E2_T338M_2 Intensity	WT_1 Intensity	WT_2 Intensity	WT_T338I_1 Intensity	WT_T338I_2 Intensity	WT_T338M_1 Intensity	WT_T338M_2 Intensity	GFP_1 MaxLFQ Intensity	GFP_2 MaxLFQ Intensity	P8E2_1 MaxLFQ Intensity	P8E2_2 MaxLFQ Intensity	P8E2_T338I_1 MaxLFQ Intensity	P8E2_T338I_2 MaxLFQ Intensity	P8E2_T338M_1 MaxLFQ Intensity	P8E2_T338M_2 MaxLFQ Intensity	WT_1 MaxLFQ Intensity	WT_2 MaxLFQ Intensity	WT_T338I_1 MaxLFQ Intensity	WT_T338I_2 MaxLFQ Intensity	WT_T338M_1 MaxLFQ Intensity	WT_T338M_2 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9C0A6|SETD5_HUMAN	Q9C0A6	SETD5_HUMAN	SETD5	1442	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase SETD5	1.0	0.999	8	107	107	107	13	6	9	15	8	8	6	3	6	5	2	9	8	9	13	6	9	15	8	8	6	3	6	5	2	9	8	9	13	6	9	15	8	8	6	3	6	5	2	9	8	9	453929.38	456109.38	479905.66	427987.8	391761.28	275163.0	466338.34	119237.305	233570.9	241392.97	184422.27	488214.3	599243.3	486746.38	107153.0	134317.75	151466.3	139847.36	99616.27	142978.23	97392.55	95763.234	134478.72	145331.77	120321.82	148196.89	116198.61	109380.21	
sp|Q9C0B0|UNK_HUMAN	Q9C0B0	UNK_HUMAN	UNK	810	Homo sapiens	1:Experimental evidence at protein level	RING finger protein unkempt homolog	1.0	0.999	4	39	39	39	3	2	2	3	2	4	4	3	2	2	2	2	5	3	3	2	2	3	2	4	4	3	2	2	2	2	5	3	3	2	2	3	2	4	4	3	2	2	2	2	5	3	67820.48	66451.38	69833.0	83027.43	98577.836	86791.03	93364.69	80571.914	84665.69	104426.234	85642.02	85042.04	155235.14	82572.73	68007.28	66634.42	70025.35	83256.125	81360.9	87030.09	75897.1	80793.84	84898.89	104713.87	85877.92	85276.28	67766.82	82800.164	
sp|Q9C0B1|FTO_HUMAN	Q9C0B1	FTO_HUMAN	FTO	505	Homo sapiens	1:Experimental evidence at protein level	Alpha-ketoglutarate-dependent dioxygenase FTO	1.0	0.999	6	139	139	139	8	3	9	2	14	7	18	8	5	7	12	9	23	14	8	3	9	2	14	7	18	8	5	7	12	9	23	14	8	3	9	2	14	7	18	8	5	7	12	9	23	14	180640.88	131975.7	352193.88	144873.95	501074.1	205009.62	549062.9	290136.62	168336.92	210358.98	248060.42	332358.16	530490.2	301554.5	103571.98	163644.02	81329.2	79858.79	97967.66	142437.58	126434.63	155449.67	90362.1	145729.02	144262.28	168891.97	152962.48	165163.95	
sp|Q9C0B2|CFA74_HUMAN	Q9C0B2	CFA74_HUMAN	CFAP74	1584	Homo sapiens	2:Experimental evidence at transcript level	Cilia- and flagella-associated protein 74	0.955	0.9979	1	7	7	7	0	0	0	0	2	0	1	0	1	1	0	2	0	0	0	0	0	0	2	0	1	0	1	1	0	2	0	0	0	0	0	0	2	0	1	0	1	1	0	2	0	0	122382.125	164091.14	0.0	145542.53	147700.12	184316.78	115317.16	0.0	436820.3	177669.06	0.0	181338.38	133642.83	123308.8	122382.125	164091.14	0.0	145542.53	147700.12	184316.78	115317.16	0.0	436820.3	177669.06	0.0	181338.38	133642.83	123308.8	
sp|Q9C0B5|ZDHC5_HUMAN	Q9C0B5	ZDHC5_HUMAN	ZDHHC5	715	Homo sapiens	1:Experimental evidence at protein level	Palmitoyltransferase ZDHHC5	1.0	0.999	6	93	92	93	10	5	6	6	8	6	9	7	5	7	5	8	5	6	9	5	6	6	8	6	9	7	5	7	5	8	5	6	10	5	6	6	8	6	9	7	5	7	5	8	5	6	260272.52	89611.82	150967.5	185970.0	274275.7	184263.94	181199.73	145511.67	163877.55	202009.38	162946.14	181629.22	237645.3	150741.2	131418.72	51278.004	112574.16	136786.48	136347.64	115740.125	107779.92	68916.33	116355.47	126614.06	122249.74	124946.17	107843.29	102048.51	
sp|Q9C0B7|TNG6_HUMAN	Q9C0B7	TNG6_HUMAN	TANGO6	1094	Homo sapiens	1:Experimental evidence at protein level	Transport and Golgi organization protein 6 homolog	1.0	0.999	2	29	29	29	0	0	1	1	4	2	5	3	0	0	4	2	5	2	0	0	1	1	4	2	5	3	0	0	4	2	5	2	0	0	1	1	4	2	5	3	0	0	4	2	5	2	0.0	0.0	23012.273	10807.416	57514.938	32830.07	72193.87	37396.72	11555.665	0.0	34718.953	23646.318	57042.03	22290.15	0.0	0.0	23012.273	10807.416	45630.06	32830.07	55073.21	37396.72	11555.665	0.0	34718.953	23646.318	44996.855	22290.15	
sp|Q9C0B9|ZCHC2_HUMAN	Q9C0B9	ZCHC2_HUMAN	ZCCHC2	1178	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCHC domain-containing protein 2	1.0	0.999	2	11	11	11	2	2	2	1	1	1	1	0	0	0	0	0	1	0	2	2	2	1	1	1	1	0	0	0	0	0	1	0	2	2	2	1	1	1	1	0	0	0	0	0	1	0	174271.03	226054.86	280323.25	147311.14	45049.832	32284.195	38121.586	23674.312	46433.023	34120.45	45378.57	31179.92	47749.688	26604.275	52158.97	50432.773	83618.31	41002.24	67380.58	48287.145	57018.07	35409.43	69449.41	51033.61	67872.266	46635.492	71418.73	39791.746	
sp|Q9C0C2|TB182_HUMAN	Q9C0C2	TB182_HUMAN	TNKS1BP1	1729	Homo sapiens	1:Experimental evidence at protein level	182 kDa tankyrase-1-binding protein	1.0	0.999	36	1107	1107	1107	95	62	68	79	87	83	95	78	73	67	83	80	92	65	95	62	68	79	87	83	95	78	73	67	83	80	92	65	95	62	68	79	87	83	95	78	73	67	83	80	92	65	2749681.8	2310272.2	3270575.2	2900514.5	3329307.8	3460124.8	3176305.2	4332050.5	2915218.8	3076410.5	3260334.8	3966592.5	3040081.8	3722020.0	469354.44	436208.16	491325.53	554480.2	632436.0	612539.75	603431.75	538201.8	518328.97	537563.75	656604.6	541697.3	605878.56	527827.8	
sp|Q9C0C7|AMRA1_HUMAN	Q9C0C7	AMRA1_HUMAN	AMBRA1	1298	Homo sapiens	1:Experimental evidence at protein level	Activating molecule in BECN1-regulated autophagy protein 1	1.0	0.999	7	147	147	147	4	5	8	5	16	8	16	13	10	11	12	17	14	8	4	5	8	5	16	8	16	13	10	11	12	17	14	8	4	5	8	5	16	8	16	13	10	11	12	17	14	8	127544.016	190225.44	306428.78	203005.83	504075.53	501085.12	402899.25	483275.75	408723.25	353662.8	464147.1	313394.88	412522.8	346261.06	57988.64	91069.27	64749.555	77342.164	80433.836	99291.94	75612.43	88642.81	94658.9	90740.47	120430.21	93588.68	81157.414	90986.98	
sp|Q9C0C9|UBE2O_HUMAN	Q9C0C9	UBE2O_HUMAN	UBE2O	1292	Homo sapiens	1:Experimental evidence at protein level	(E3-independent) E2 ubiquitin-conjugating enzyme	1.0	0.999	20	722	722	722	86	43	62	52	71	41	73	44	27	39	36	39	70	39	86	43	62	52	71	41	73	44	27	39	36	39	70	39	86	43	62	52	71	41	73	44	27	39	36	39	70	39	5100074.5	3531733.0	5116379.0	3867650.0	5566000.5	3997955.8	4772071.5	3884460.5	4007736.2	3894624.5	5148467.0	3788728.0	4948768.0	3349189.8	955374.9	841458.1	851877.94	975238.4	1064147.8	1012083.75	996583.75	808562.44	887760.4	960527.56	872001.3	930975.06	878699.9	850069.2	
sp|Q9C0D4|Z518B_HUMAN	Q9C0D4	Z518B_HUMAN	ZNF518B	1074	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 518B	0.9987	0.999	3	5	5	5	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0.0	0.0	0.0	0.0	20814.115	23555.031	6901.71	18383.6	21333.537	0.0	22535.95	19870.148	19740.713	21621.625	0.0	0.0	0.0	0.0	20814.115	23555.031	6901.71	18383.6	21333.537	0.0	22535.95	19870.148	19740.713	21621.625	
sp|Q9C0D5|TANC1_HUMAN	Q9C0D5	TANC1_HUMAN	TANC1	1861	Homo sapiens	1:Experimental evidence at protein level	Protein TANC1	1.0	0.999	11	179	179	179	18	6	18	18	21	4	20	13	6	10	8	13	15	9	18	6	18	18	21	4	20	13	6	10	8	13	15	9	18	6	18	18	21	4	20	13	6	10	8	13	15	9	436206.03	347338.8	337628.0	476073.28	450593.0	371625.56	566360.5	234359.81	252990.94	361756.2	325124.22	315454.56	522831.8	353415.0	70812.68	73892.016	67456.81	72173.77	85827.41	57922.75	80175.47	49805.855	70702.15	71224.91	74341.05	60349.33	63402.504	59617.312	
sp|Q9C0D7|ZC12C_HUMAN	Q9C0D7	ZC12C_HUMAN	ZC3H12C	883	Homo sapiens	1:Experimental evidence at protein level	Probable ribonuclease ZC3H12C	1.0	0.999	4	31	28	31	4	0	3	3	3	2	2	2	3	2	3	2	2	0	2	0	3	2	3	2	2	2	3	2	3	2	2	0	4	0	3	3	3	2	2	2	3	2	3	2	2	0	67355.836	25496.057	29718.402	60432.473	191313.03	53014.78	211757.36	21174.037	28646.041	67928.41	21003.984	23036.084	199990.75	8790.826	58893.06	38260.836	39424.09	47868.3	53111.004	41738.516	40723.395	38226.453	51716.004	55657.85	116663.15	41588.094	15676.258	15870.479	
sp|Q9C0E2|XPO4_HUMAN	Q9C0E2	XPO4_HUMAN	XPO4	1151	Homo sapiens	1:Experimental evidence at protein level	Exportin-4	1.0	0.999	1	169	169	169	13	12	19	12	13	13	7	13	10	12	9	13	13	10	13	12	19	12	13	13	7	13	10	12	9	13	13	10	13	12	19	12	13	13	7	13	10	12	9	13	13	10	538185.9	376944.5	639653.25	516886.97	637578.4	491568.25	599796.56	420075.75	634548.4	514237.88	563602.0	541888.9	538006.75	432481.3	289894.12	201499.61	344705.16	275898.28	343664.8	262741.6	323216.1	225825.31	342197.62	275356.88	303760.4	290836.06	290007.28	232239.5	
sp|Q9C0E8|LNP_HUMAN	Q9C0E8	LNP_HUMAN	LNPK	428	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum junction formation protein lunapark	1.0	0.999	4	43	43	43	3	2	2	3	5	2	6	2	3	2	4	5	2	2	3	2	2	3	5	2	6	2	3	2	4	5	2	2	3	2	2	3	5	2	6	2	3	2	4	5	2	2	208320.7	135955.78	173255.05	173128.89	233352.77	176769.61	352394.1	130407.08	191246.17	139253.92	193745.81	152762.23	185731.84	136655.31	68681.8	138179.39	110176.68	101564.22	92170.52	121292.92	79917.21	82377.58	123031.96	88900.055	123691.38	89084.43	133655.23	81108.76	
sp|Q9C0F1|CEP44_HUMAN	Q9C0F1	CEP44_HUMAN	CEP44	390	Homo sapiens	1:Experimental evidence at protein level	Centrosomal protein of 44 kDa	1.0	0.999	3	4	4	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	6844.708	0.0	22998.717	13222.022	7846.637	0.0	27512.004	0.0	18029.273	0.0	0.0	0.0	0.0	0.0	6844.708	0.0	22998.717	13222.022	8963.453	0.0	13635.18	0.0	18029.273	0.0	0.0	0.0	0.0	0.0	
sp|Q9C0G0|ZN407_HUMAN	Q9C0G0	ZN407_HUMAN	ZNF407	2248	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 407	1.0	0.999	4	5	5	5	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0.0	0.0	0.0	18029.406	9521.246	0.0	9168.622	5893.674	0.0	0.0	22475.945	26347.043	14128.346	14085.204	0.0	0.0	0.0	0.0	7657.826	0.0	10678.777	6864.4155	0.0	0.0	10947.178	12225.269	16455.412	16405.166	
sp|Q9C0G6|DYH6_HUMAN	Q9C0G6	DYH6_HUMAN	DNAH6	4158	Homo sapiens	2:Experimental evidence at transcript level	Dynein axonemal heavy chain 6	1.0	0.999	3	113	113	113	12	4	11	5	11	7	10	8	10	9	3	5	11	7	12	4	11	5	11	7	10	8	10	9	3	5	11	7	12	4	11	5	11	7	10	8	10	9	3	5	11	7	4483699.0	302849.47	1801617.9	872912.44	2262537.5	925143.2	2282898.8	691254.5	2311759.0	2196110.0	1703898.4	739161.9	2092599.0	738326.1	2257961.8	302849.47	1577569.9	872912.44	2144254.2	925143.2	2169654.2	695991.5	1567933.5	1120792.8	1601107.8	739161.9	1722738.0	616050.44	
sp|Q9C0H2|TTYH3_HUMAN	Q9C0H2	TTYH3_HUMAN	TTYH3	523	Homo sapiens	1:Experimental evidence at protein level	Protein tweety homolog 3	1.0	0.999	2	45	45	45	6	2	5	6	4	3	4	2	2	2	2	4	1	2	6	2	5	6	4	3	4	2	2	2	2	4	1	2	6	2	5	6	4	3	4	2	2	2	2	4	1	2	196345.22	156501.48	215200.86	213023.48	156967.1	198655.98	230110.27	132983.53	233849.12	121915.3	151354.95	176493.75	131990.17	78396.2	81843.234	72148.51	91008.59	93925.234	75178.76	92434.43	74626.52	68285.99	80507.41	105076.72	78070.84	90813.62	61670.22	81559.78	
sp|Q9C0H5|RHG39_HUMAN	Q9C0H5	RHG39_HUMAN	ARHGAP39	1083	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 39	1.0	0.999	6	97	97	97	10	5	8	7	6	6	10	3	6	7	7	8	8	6	10	5	8	7	6	6	10	3	6	7	7	8	8	6	10	5	8	7	6	6	10	3	6	7	7	8	8	6	165776.05	127654.84	144777.45	209980.16	132035.16	137766.58	134187.69	138923.86	194387.8	157002.03	195245.77	206101.08	152344.94	156984.22	47946.727	34026.37	38635.03	60362.83	46328.51	45619.125	41498.094	37712.426	46435.074	46289.004	45912.434	45661.145	37154.926	38104.707	
sp|Q9C0H9|SRCN1_HUMAN	Q9C0H9	SRCN1_HUMAN	SRCIN1	1183	Homo sapiens	1:Experimental evidence at protein level	SRC kinase signaling inhibitor 1	1.0	0.999	5	37	37	37	1	4	1	3	5	4	1	2	2	1	4	2	5	2	1	4	1	3	5	4	1	2	2	1	4	2	5	2	1	4	1	3	5	4	1	2	2	1	4	2	5	2	170789.86	161516.5	199715.08	205287.66	191492.0	216908.94	162424.84	163440.55	202541.61	199270.52	185707.86	194552.34	145648.97	152342.56	170789.86	161516.5	199715.08	190343.86	175243.9	192581.3	148737.38	163440.55	177833.84	199270.52	167710.27	194552.34	129401.77	152342.56	
sp|Q9C0I3|CCSE1_HUMAN	Q9C0I3	CCSE1_HUMAN	CCSER1	900	Homo sapiens	1:Experimental evidence at protein level	Serine-rich coiled-coil domain-containing protein 1	0.9931	0.9981	2	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	24032.934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9C0I4|THS7B_HUMAN	Q9C0I4	THS7B_HUMAN	THSD7B	1606	Homo sapiens	2:Experimental evidence at transcript level	Thrombospondin type-1 domain-containing protein 7B	0.9993	0.9982	1	3	3	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9C0J8|WDR33_HUMAN	Q9C0J8	WDR33_HUMAN	WDR33	1336	Homo sapiens	1:Experimental evidence at protein level	pre-mRNA 3' end processing protein WDR33	1.0	0.999	5	25	25	25	3	0	4	3	2	0	3	1	2	0	1	2	4	0	3	0	4	3	2	0	3	1	2	0	1	2	4	0	3	0	4	3	2	0	3	1	2	0	1	2	4	0	97596.875	45640.445	103228.84	76731.57	163634.2	117266.57	139195.33	98754.734	122926.81	28775.98	182334.1	170212.62	223929.33	127957.51	78669.836	40277.133	82354.03	62048.6	75064.53	53803.42	61727.52	46368.496	75191.86	63214.902	73720.125	58974.43	73939.61	53145.945	
sp|Q9GZL7|WDR12_HUMAN	Q9GZL7	WDR12_HUMAN	WDR12	423	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein WDR12	1.0	0.999	4	71	71	71	5	0	4	1	7	4	11	6	8	3	6	2	9	5	5	0	4	1	7	4	11	6	8	3	6	2	9	5	5	0	4	1	7	4	11	6	8	3	6	2	9	5	53162.664	0.0	67449.34	23755.887	171951.14	82956.78	284802.12	142592.17	123706.45	84836.63	177416.64	89683.91	290171.78	138890.69	67486.81	0.0	53013.832	18290.148	74361.33	78973.375	120376.35	135745.2	89964.016	80762.95	100334.65	85377.48	111017.945	132221.45	
sp|Q9GZM8|NDEL1_HUMAN	Q9GZM8	NDEL1_HUMAN	NDEL1	345	Homo sapiens	1:Experimental evidence at protein level	Nuclear distribution protein nudE-like 1	0.978	0.999	1	7	7	7	0	0	0	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	1	0	1	1	0	0	1	0	2	1	0.0	0.0	0.0	0.0	13093.716	0.0	13818.824	16675.93	17305.85	0.0	20116.596	12000.162	15240.613	11791.858	0.0	0.0	0.0	0.0	13093.716	0.0	13818.824	16675.93	17305.85	0.0	20116.596	12000.162	15240.613	11791.858	
sp|Q9GZN1|ARP6_HUMAN	Q9GZN1	ARP6_HUMAN	ACTR6	396	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 6	1.0	0.999	2	25	25	25	0	0	1	0	2	2	5	3	1	2	2	1	4	2	0	0	1	0	2	2	5	3	1	2	2	1	4	2	0	0	1	0	2	2	5	3	1	2	2	1	4	2	0.0	0.0	36166.445	17242.441	47640.41	84810.125	60553.32	51760.17	37774.785	49027.027	103095.09	42953.992	64920.656	48057.61	0.0	0.0	17251.936	17445.816	37773.477	43434.98	45631.402	40307.47	38220.34	49605.3	52216.684	43460.633	43517.547	48624.45	
sp|Q9GZP4|PITH1_HUMAN	Q9GZP4	PITH1_HUMAN	PITHD1	211	Homo sapiens	1:Experimental evidence at protein level	PITH domain-containing protein 1	1.0	0.999	3	22	22	22	0	0	0	0	4	0	8	0	0	0	1	0	8	1	0	0	0	0	4	0	8	0	0	0	1	0	8	1	0	0	0	0	4	0	8	0	0	0	1	0	8	1	0.0	0.0	20091.525	0.0	100055.64	0.0	170912.52	19038.463	9551.818	0.0	47470.867	9557.019	97639.91	21919.963	0.0	0.0	23750.83	0.0	47584.684	0.0	75445.945	22505.97	11291.508	0.0	28860.184	11297.654	37993.31	25912.283	
sp|Q9GZR1|SENP6_HUMAN	Q9GZR1	SENP6_HUMAN	SENP6	1112	Homo sapiens	1:Experimental evidence at protein level	Sentrin-specific protease 6	1.0	0.999	9	168	168	168	15	8	12	11	12	14	12	11	4	10	9	16	24	10	15	8	12	11	12	14	12	11	4	10	9	16	24	10	15	8	12	11	12	14	12	11	4	10	9	16	24	10	415149.28	279312.66	484055.97	317560.44	713713.9	374800.53	583729.75	507416.94	400518.4	418745.9	502172.9	427058.25	851437.7	380092.44	84743.44	77366.02	88740.36	83813.53	97336.28	91020.34	80349.56	73494.0	80277.74	84889.445	91144.89	87700.664	85513.15	67656.64	
sp|Q9GZR2|REXO4_HUMAN	Q9GZR2	REXO4_HUMAN	REXO4	422	Homo sapiens	1:Experimental evidence at protein level	RNA exonuclease 4	1.0	0.999	4	98	98	98	3	0	6	4	6	4	11	13	5	5	6	2	22	11	3	0	6	4	6	4	11	13	5	5	6	2	22	11	3	0	6	4	6	4	11	13	5	5	6	2	22	11	58041.19	0.0	21166.992	91231.336	188780.8	130831.34	479147.7	406709.56	66997.56	98840.94	300702.66	318576.5	719816.7	436492.44	84851.77	0.0	24154.822	31104.47	102514.766	98656.06	173530.08	155996.23	76454.61	112792.84	150450.64	131973.98	253182.52	185428.78	
sp|Q9GZR7|DDX24_HUMAN	Q9GZR7	DDX24_HUMAN	DDX24	859	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX24	1.0	0.999	5	146	146	146	14	7	7	8	15	12	16	13	8	10	10	7	7	12	14	7	7	8	15	12	16	13	8	10	10	7	7	12	14	7	7	8	15	12	16	13	8	10	10	7	7	12	501674.03	468432.8	343893.2	430043.8	563360.75	461630.3	701543.06	623050.4	488243.75	572206.56	670841.94	557825.44	550308.0	557272.7	243663.9	289300.56	134664.98	239872.27	235195.66	264638.7	291826.0	260157.67	205591.9	265471.56	282258.53	235409.89	184940.62	261385.52	
sp|Q9GZS1|RPA49_HUMAN	Q9GZS1	RPA49_HUMAN	POLR1E	419	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA49	1.0	0.999	2	27	27	27	0	0	0	0	0	0	3	3	0	0	6	3	5	7	0	0	0	0	0	0	3	3	0	0	6	3	5	7	0	0	0	0	0	0	3	3	0	0	6	3	5	7	0.0	0.0	0.0	0.0	0.0	0.0	55504.906	51148.562	0.0	8445.258	68131.37	51545.273	123694.94	103147.766	0.0	0.0	0.0	0.0	0.0	0.0	33119.113	29575.98	0.0	8485.485	40913.527	30615.568	74357.47	61238.574	
sp|Q9GZS3|WDR61_HUMAN	Q9GZS3	WDR61_HUMAN	WDR61	305	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 61	1.0	0.999	3	47	47	47	0	0	0	0	3	1	4	5	3	3	6	5	10	7	0	0	0	0	3	1	4	5	3	3	6	5	10	7	0	0	0	0	3	1	4	5	3	3	6	5	10	7	0.0	0.0	0.0	0.0	62038.35	28047.656	179035.0	188859.02	49379.984	58717.16	195503.16	139488.75	291667.7	245554.61	0.0	0.0	0.0	0.0	34183.836	28047.656	99078.46	104485.02	43114.344	46178.99	118635.01	84684.7	155190.53	149853.67	
sp|Q9GZT3|SLIRP_HUMAN	Q9GZT3	SLIRP_HUMAN	SLIRP	109	Homo sapiens	1:Experimental evidence at protein level	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1.0	0.999	3	118	118	118	8	8	9	10	6	8	6	9	10	8	10	8	10	8	8	8	9	10	6	8	6	9	10	8	10	8	10	8	8	8	9	10	6	8	6	9	10	8	10	8	10	8	721484.1	1429395.6	1447048.2	728423.75	1344454.6	1681645.8	1141270.0	1403882.9	1539164.4	1698510.5	1582532.5	1459423.9	1039288.5	768715.56	506207.3	811231.3	716254.7	700002.5	565251.2	795084.6	554645.0	691861.44	738809.44	724813.9	782061.7	690817.0	534764.7	636022.9	
sp|Q9GZT4|SRR_HUMAN	Q9GZT4	SRR_HUMAN	SRR	340	Homo sapiens	1:Experimental evidence at protein level	Serine racemase	0.9778	0.999	1	3	3	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	21364.455	19268.348	0.0	0.0	0.0	0.0	12798.873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21364.455	19268.348	0.0	0.0	0.0	0.0	12798.873	0.0	
sp|Q9GZT9|EGLN1_HUMAN	Q9GZT9	EGLN1_HUMAN	EGLN1	426	Homo sapiens	1:Experimental evidence at protein level	Egl nine homolog 1	1.0	0.999	3	89	89	89	9	6	6	9	8	5	6	7	3	5	5	11	2	7	9	6	6	9	8	5	6	7	3	5	5	11	2	7	9	6	6	9	8	5	6	7	3	5	5	11	2	7	251722.67	262803.66	411620.12	246777.53	750819.0	824950.1	891178.3	905805.3	536091.1	803447.9	767702.44	799713.1	904463.4	1135108.6	461853.44	516347.34	360786.38	488026.78	428606.7	460284.47	416674.53	396104.4	357598.38	543975.2	411059.28	476981.16	402415.72	484204.4	
sp|Q9GZU8|PIP30_HUMAN	Q9GZU8	PIP30_HUMAN	PSME3IP1	254	Homo sapiens	1:Experimental evidence at protein level	PSME3-interacting protein	1.0	0.999	6	229	229	229	0	0	14	7	27	17	30	17	17	12	20	18	35	15	0	0	14	7	27	17	30	17	17	12	20	18	35	15	0	0	14	7	27	17	30	17	17	12	20	18	35	15	0.0	0.0	677759.8	263300.88	1672960.6	1037048.2	1662835.2	1113567.4	946991.5	623724.7	1543829.6	910433.06	1858306.0	980485.4	0.0	0.0	208672.48	98190.41	577222.6	363973.0	559383.6	404773.66	307486.94	236375.64	561903.5	313959.06	498670.16	362622.78	
sp|Q9GZV5|WWTR1_HUMAN	Q9GZV5	WWTR1_HUMAN	WWTR1	400	Homo sapiens	1:Experimental evidence at protein level	WW domain-containing transcription regulator protein 1	1.0	0.999	1	32	32	32	4	2	3	2	3	1	3	1	2	2	3	2	2	2	4	2	3	2	3	1	3	1	2	2	3	2	2	2	4	2	3	2	3	1	3	1	2	2	3	2	2	2	29826.22	32554.79	70713.18	31762.424	23370.496	29711.412	48304.79	23126.857	35040.08	35651.332	31497.727	25088.17	17992.803	20350.678	29826.22	32554.79	40855.168	31762.424	23370.496	29711.412	24563.414	23126.857	35040.08	35651.332	31497.727	25088.17	17992.803	20350.678	
